Frame 307,02:02:08
Frame 308,02:03:09
Frame 309,02:03:10
Frame 310,02:04:12
Frame 311,02:04:13
Frame 312,02:04:15
Frame 313,02:05:15
Frame 314,02:05:17
Frame 315,02:06:18
Frame 316,02:06:19
Frame 317,02:06:20
Frame 318,02:07:21
Frame 319,02:07:23
Frame 320,02:08:24
Frame 321,02:08:25
Frame 322,02:08:26
Frame 323,02:09:27
Frame 324,02:09:28
Frame 325,02:09:30
Frame 326,02:10:31
Frame 327,02:10:32
Frame 328,02:11:33
Frame 329,02:11:34
Frame 330,02:12:35
Frame 331,02:12:37
Frame 332,02:12:38
Frame 333,02:13:39
Frame 334,02:13:40
Frame 335,02:14:42
Frame 336,02:14:43
Frame 337,02:14:44
Frame 338,02:15:45
Frame 339,02:15:46
Frame 340,02:16:47
Frame 341,02:16:49
Frame 342,02:16:50
Frame 343,02:17:51
Frame 344,02:17:53
Frame 345,02:18:54
Frame 346,02:18:55
Frame 347,02:19:56
Frame 348,02:19:57
Frame 349,02:19:58
Frame 350,02:19:00
Frame 351,02:20:01
Frame 352,02:21:02
Frame 353,02:21:03
Frame 354,02:21:04
Frame 355,02:22:06
Frame 356,02:22:07
Frame 357,02:23:08
Frame 358,02:23:09
Frame 359,02:23:11
Frame 360,02:24:12
Frame 361,02:24:13
Frame 362,02:24:15
Frame 363,02:25:15
Frame 364,02:25:17
Frame 365,02:26:18
Frame 366,02:26:19
Frame 367,02:26:20
Frame 368,02:27:21
Frame 369,02:27:22
Frame 370,02:27:24
Frame 371,02:28:25
Frame 372,02:28:26
Frame 373,02:29:27
Frame 374,02:29:28
Frame 375,02:29:30
Frame 376,02:30:31
Frame 377,02:30:32
Frame 378,02:31:33
Frame 379,02:31:34
Frame 380,02:32:36
Frame 381,02:32:37
Frame 382,02:32:38
Frame 383,02:33:39
Frame 384,02:33:40
Frame 385,02:33:41
Frame 386,02:34:43
Frame 387,02:34:44
Frame 388,02:35:45
Frame 389,02:35:46
Frame 390,02:35:48
Frame 391,02:36:49
Frame 392,02:36:50
Frame 393,02:37:51
Frame 394,02:37:53
Frame 395,02:37:54
Frame 396,02:38:55
Frame 397,02:38:56
Frame 398,02:39:57
Frame 399,02:39:58
Frame 400,02:40:00
Frame 401,02:40:01
Frame 402,02:40:02
Frame 403,02:41:03
Frame 404,02:41:05
Frame 405,02:41:06
Frame 406,02:42:07
Frame 407,02:42:08
Frame 408,02:43:09
Frame 409,02:43:10
Frame 410,02:44:12
Frame 411,02:44:13
Frame 412,02:44:14
Frame 413,02:45:15
Frame 414,02:45:17
Frame 415,02:45:18
Frame 416,02:46:19
Frame 417,02:46:20
Frame 418,02:47:21
Frame 419,02:47:22
Frame 420,02:48:24
Frame 421,02:48:25
Frame 422,02:48:26
Frame 423,02:49:27
Frame 424,02:49:29
Frame 425,02:50:30
Frame 426,02:50:31
Frame 427,02:50:32
Frame 428,02:51:33
Frame 429,02:51:34
Frame 430,02:52:36
Frame 431,02:52:36
Frame 432,02:52:38
Frame 433,02:53:39
Frame 434,02:53:40
Frame 435,02:54:41
Frame 436,02:54:43
Frame 437,02:54:43
Frame 438,02:55:45
Frame 439,02:55:46
Frame 440,02:56:47
Frame 441,02:56:49
Frame 442,02:56:50
Frame 443,02:57:51
Frame 444,02:57:52
Frame 445,02:58:54
Frame 446,02:58:55
Frame 447,02:58:56
Frame 448,02:59:57
Frame 449,02:59:58
Frame 450,03:00:00
Frame 451,03:00:01
Frame 452,03:00:02
Frame 453,03:01:03
Frame 454,03:01:04
Frame 455,03:02:06
Frame 456,03:02:07
Frame 457,03:02:08
Frame 458,03:03:09
Frame 459,03:03:11
Frame 460,03:04:12
Frame 461,03:04:13
Frame 462,03:04:15
Frame 463,03:05:15
Frame 464,03:05:16
Frame 465,03:06:18
Frame 466,03:06:19
Frame 467,03:07:20
Frame 468,03:07:21
Frame 469,03:07:23
Frame 470,03:08:24
Frame 471,03:08:25
Frame 472,03:08:26
Frame 473,03:09:27
Frame 474,03:09:29
Frame 475,03:09:29
Frame 476,03:10:31
Frame 477,03:10:32
Frame 478,03:11:33
Frame 479,03:11:35
Frame 480,03:12:36
Frame 481,03:12:37
Frame 482,03:12:38
Frame 483,03:13:39
Frame 484,03:13:41
Frame 485,03:14:41
Frame 486,03:14:43
Frame 487,03:14:44
Frame 488,03:15:45
Frame 489,03:15:47
Frame 490,03:16:48
Frame 491,03:16:49
Frame 492,03:17:50
Frame 493,03:17:51
Frame 494,03:17:53
Frame 495,03:18:54
Frame 496,03:18:55
Frame 497,03:19:56
Frame 498,03:19:57
Frame 499,03:19:58
Frame 500,03:19:00
Frame 501,03:20:01
Frame 502,03:21:02
Frame 503,03:21:03
Frame 504,03:21:04
Frame 505,03:22:06
Frame 506,03:22:07
Frame 507,03:23:08
Frame 508,03:23:10
Frame 509,03:23:11
Frame 510,03:24:12
Frame 511,03:24:13
Frame 512,03:24:15
Frame 513,03:25:15
Frame 514,03:25:17
Frame 515,03:26:18
Frame 516,03:26:19
Frame 517,03:26:20
Frame 518,03:27:21
Frame 519,03:27:23
Frame 520,03:28:24
Frame 521,03:28:25
Frame 522,03:28:26
Frame 523,03:29:27
Frame 524,03:29:29
Frame 525,03:29:29
Frame 526,03:30:31
Frame 527,03:30:32
Frame 528,03:31:33
Frame 529,03:31:34
Frame 530,03:31:36
Frame 531,03:32:37
Frame 532,03:32:38
Frame 533,03:33:39
Frame 534,03:33:41
Frame 535,03:33:42
Frame 536,03:34:43
Frame 537,03:34:44
Frame 538,03:35:45
Frame 539,03:35:47
Frame 540,03:35:48
Frame 541,03:36:48
Frame 542,03:36:50
Frame 543,03:37:51
Frame 544,03:37:52
Frame 545,03:37:54
Frame 546,03:38:55
Frame 547,03:38:57
Frame 548,03:39:57
Frame 549,03:39:58
Frame 550,03:40:00
Frame 551,03:40:01
Frame 552,03:40:02
Frame 553,03:41:03
Frame 554,03:41:05
Frame 555,03:42:06
Frame 556,03:42:07
Frame 557,03:42:08
Frame 558,03:43:10
Frame 559,03:43:11
Frame 560,03:44:12
Frame 561,03:44:13
Frame 562,03:44:14
Frame 563,03:45:16
Frame 564,03:45:16
Frame 565,03:46:18
Frame 566,03:46:19
Frame 567,03:46:20
Frame 568,03:47:21
Frame 569,03:47:23
Frame 570,03:48:24
Frame 571,03:48:25
Frame 572,03:48:26
Frame 573,03:49:27
Frame 574,03:49:29
Frame 575,03:50:30
Frame 576,03:50:31
Frame 577,03:50:32
Frame 578,03:51:33
Frame 579,03:51:34
Frame 580,03:52:35
Frame 581,03:52:37
Frame 582,03:52:38
Frame 583,03:53:39
Frame 584,03:53:41
Frame 585,03:54:42
Frame 586,03:54:43
Frame 587,03:54:44
Frame 588,03:55:45
Frame 589,03:55:47
Frame 590,03:56:48
Frame 591,03:56:49
Frame 592,03:56:50
Frame 593,03:57:51
Frame 594,03:57:52
Frame 595,03:58:54
Frame 596,03:58:55
Frame 597,03:58:56
Frame 598,03:59:57
Frame 599,03:59:58
Frame 600,04:00:00
Frame 601,04:00:01
Frame 602,04:00:02
Frame 603,04:01:03
Frame 604,04:01:05
Frame 605,04:02:06
Frame 606,04:02:07
Frame 607,04:02:08
Frame 608,04:03:10
Frame 609,04:03:11
Frame 610,04:04:12
Frame 611,04:04:13
Frame 612,04:04:15
Frame 613,04:05:15
Frame 614,04:05:17
Frame 615,04:06:18
Frame 616,04:06:19
Frame 617,04:06:21
Frame 618,04:07:21
Frame 619,04:07:23
Frame 620,04:08:24
Frame 621,04:08:25
Frame 622,04:09:26
Frame 623,04:09:27
Frame 624,04:09:29
Frame 625,04:09:30
Frame 626,04:10:31
Frame 627,04:10:32
Frame 628,04:11:33
Frame 629,04:11:34
Frame 630,04:12:35
Frame 631,04:12:37
Frame 632,04:12:38
Frame 633,04:13:39
Frame 634,04:13:41
Frame 635,04:14:42
Frame 636,04:14:43
Frame 637,04:14:44
Frame 638,04:15:45
Frame 639,04:15:46
Frame 640,04:16:48
Frame 641,04:16:49
Frame 642,04:17:50
Frame 643,04:17:51
Frame 644,04:17:53
Frame 645,04:18:54
Frame 646,04:18:55
Frame 647,04:18:56
Frame 648,04:19:58
Frame 649,04:19:58
Frame 650,04:19:00
Frame 651,04:20:01
Frame 652,04:20:02
Frame 653,04:21:04
Frame 654,04:21:05
Frame 655,04:22:06
Frame 656,04:22:07
Frame 657,04:22:08
Frame 658,04:23:10
Frame 659,04:23:11
Frame 660,04:24:12
Frame 661,04:24:13
Frame 662,04:24:15
Frame 663,04:25:16
Frame 664,04:25:17
Frame 665,04:26:18
Frame 666,04:26:19
Frame 667,04:27:20
Frame 668,04:27:22
Frame 669,04:27:22
Frame 670,04:28:24
Frame 671,04:28:25
Frame 672,04:28:26
Frame 673,04:29:27
Frame 674,04:29:29
Frame 675,04:29:29
Frame 676,04:30:30
Frame 677,04:30:32
Frame 678,04:31:33
Frame 679,04:31:34
Frame 680,04:32:36
Frame 681,04:32:37
Frame 682,04:32:38
Frame 683,04:33:39
Frame 684,04:33:40
Frame 685,04:33:42
Frame 686,04:34:43
Frame 687,04:34:44
Frame 688,04:35:45
Frame 689,04:35:46
Frame 690,04:35:47
Frame 691,04:36:49
Frame 692,04:36:50
Frame 693,04:37:51
Frame 694,04:37:52
Frame 695,04:37:54
Frame 696,04:38:55
Frame 697,04:38:56
Frame 698,04:39:58
Frame 699,04:39:59
Frame 700,04:40:00
Frame 701,04:40:01
Frame 702,04:40:02
Frame 703,04:41:04
Frame 704,04:41:05
Frame 705,04:41:06
Frame 706,04:42:08
Frame 707,04:42:08
Frame 708,04:43:09
Frame 709,04:43:10
Frame 710,04:43:12
Frame 711,04:44:13
Frame 712,04:44:14
Frame 713,04:45:15
Frame 714,04:45:16
Frame 715,04:46:18
Frame 716,04:46:19
Frame 717,04:46:20
Frame 718,04:47:21
Frame 719,04:47:22
Frame 720,04:48:24
Frame 721,04:48:25
Frame 722,04:48:26
Frame 723,04:49:27
Frame 724,04:49:28
Frame 725,04:50:30
Frame 726,04:50:31
Frame 727,04:50:32
Frame 728,04:51:33
Frame 729,04:51:34
Frame 730,04:52:36
Frame 731,04:52:37
Frame 732,04:52:38
Frame 733,04:53:39
Frame 734,04:53:41
Frame 735,04:54:42
Frame 736,04:54:43
Frame 737,04:54:43
Frame 738,04:55:45
Frame 739,04:55:46
Frame 740,04:56:48
Frame 741,04:56:49
Frame 742,04:56:50
Frame 743,04:57:51
Frame 744,04:57:53
Frame 745,04:58:54
Frame 746,04:58:55
Frame 747,04:58:56
Frame 748,04:59:58
Frame 749,04:59:59
Frame 750,05:00:00
Frame 751,05:00:01
Frame 752,05:00:02
Frame 753,05:01:04
Frame 754,05:01:05
Frame 755,05:02:06
Frame 756,05:02:07
Frame 757,05:02:08
Frame 758,05:03:09
Frame 759,05:03:11
Frame 760,05:04:12
Frame 761,05:04:13
Frame 762,05:04:14
Frame 763,05:05:16
Frame 764,05:05:17
Frame 765,05:06:18
Frame 766,05:06:19
Frame 767,05:06:20
Frame 768,05:07:22
Frame 769,05:07:22
Frame 770,05:08:24
Frame 771,05:08:25
Frame 772,05:09:26
Frame 773,05:09:27
Frame 774,05:09:28
Frame 775,05:09:29
Frame 776,05:10:31
Frame 777,05:11:32
Frame 778,05:11:33
Frame 779,05:11:35
Frame 780,05:12:36
Frame 781,05:12:37
Frame 782,05:12:38
Frame 783,05:13:39
Frame 784,05:13:41
Frame 785,05:14:42
Frame 786,05:14:43
Frame 787,05:14:44
Frame 788,05:15:45
Frame 789,05:15:47
Frame 790,05:16:48
Frame 791,05:16:49
Frame 792,05:16:50
Frame 793,05:17:52
Frame 794,05:17:52
Frame 795,05:18:54
Frame 796,05:18:55
Frame 797,05:19:56
Frame 798,05:19:57
Frame 799,05:19:59
Frame 800,05:19:00
Frame 801,05:20:01
Frame 802,05:21:02
Frame 803,05:21:04
Frame 804,05:21:05
Frame 805,05:22:06
Frame 806,05:22:07
Frame 807,05:22:08
Frame 808,05:23:10
Frame 809,05:23:11
Frame 810,05:24:12
Frame 811,05:24:13
Frame 812,05:24:14
Frame 813,05:25:16
Frame 814,05:25:17
Frame 815,05:26:18
Frame 816,05:26:19
Frame 817,05:27:20
Frame 818,05:27:21
Frame 819,05:27:22
Frame 820,05:28:24
Frame 821,05:28:25
Frame 822,05:28:26
Frame 823,05:29:27
Frame 824,05:29:29
Frame 825,05:29:30
Frame 826,05:30:31
Frame 827,05:31:32
Frame 828,05:31:33
Frame 829,05:31:35
Frame 830,05:31:36
Frame 831,05:32:37
Frame 832,05:32:38
Frame 833,05:33:39
Frame 834,05:33:40
Frame 835,05:33:42
Frame 836,05:34:43
Frame 837,05:34:44
Frame 838,05:35:45
Frame 839,05:35:46
Frame 840,05:35:48
Frame 841,05:36:49
Frame 842,05:36:50
Frame 843,05:37:51
Frame 844,05:37:52
Frame 845,05:37:54
Frame 846,05:38:55
Frame 847,05:38:56
Frame 848,05:39:57
Frame 849,05:39:59
Frame 850,05:40:00
Frame 851,05:40:01
Frame 852,05:40:02
Frame 853,05:41:03
Frame 854,05:41:05
Frame 855,05:42:06
Frame 856,05:42:07
Frame 857,05:42:08
Frame 858,05:43:10
Frame 859,05:43:11
Frame 860,05:44:12
Frame 861,05:44:13
Frame 862,05:44:14
Frame 863,05:45:15
Frame 864,05:45:16
Frame 865,05:46:18
Frame 866,05:46:19
Frame 867,05:46:21
Frame 868,05:47:21
Frame 869,05:47:23
Frame 870,05:47:24
Frame 871,05:48:25
Frame 872,05:48:26
Frame 873,05:49:27
Frame 874,05:49:28
Frame 875,05:50:30
Frame 876,05:50:31
Frame 877,05:50:32
Frame 878,05:51:33
Frame 879,05:51:34
Frame 880,05:52:36
Frame 881,05:52:37
Frame 882,05:52:38
Frame 883,05:53:39
Frame 884,05:53:41
Frame 885,05:54:42
Frame 886,05:54:43
Frame 887,05:54:44
Frame 888,05:55:45
Frame 889,05:55:47
Frame 890,05:56:48
Frame 891,05:56:49
Frame 892,05:56:50
Frame 893,05:57:51
Frame 894,05:57:53
Frame 895,05:58:54
Frame 896,05:58:55
Frame 897,05:58:56
Frame 898,05:59:58
Frame 899,05:59:59
Frame 900,06:00:00
Frame 901,06:00:01
Frame 902,06:00:02
Frame 903,06:01:03
Frame 904,06:01:05
Frame 905,06:02:06
Frame 906,06:02:07
Frame 907,06:02:08
Frame 908,06:03:09
Frame 909,06:03:11
Frame 910,06:04:12
Frame 911,06:04:13
Frame 912,06:04:15
Frame 913,06:05:16
Frame 914,06:05:17
Frame 915,06:06:18
Frame 916,06:06:19
Frame 917,06:07:20
Frame 918,06:07:21
Frame 919,06:07:23
Frame 920,06:08:24
Frame 921,06:08:25
Frame 922,06:09:26
Frame 923,06:09:27
Frame 924,06:09:29
Frame 925,06:09:30
Frame 926,06:10:31
Frame 927,06:11:32
Frame 928,06:11:33
Frame 929,06:11:35
Frame 930,06:12:36
Frame 931,06:12:37
Frame 932,06:12:38
Frame 933,06:13:39
Frame 934,06:13:41
Frame 935,06:14:42
Frame 936,06:14:43
Frame 937,06:14:44
Frame 938,06:15:45
Frame 939,06:15:46
Frame 940,06:16:48
Frame 941,06:16:49
Frame 942,06:17:50
Frame 943,06:17:51
Frame 944,06:17:53
Frame 945,06:18:54
Frame 946,06:18:55
Frame 947,06:19:56
Frame 948,06:19:57
Frame 949,06:19:59
Frame 950,06:19:00
Frame 951,06:20:01
Frame 952,06:21:02
Frame 953,06:21:03
Frame 954,06:21:05
Frame 955,06:22:06
Frame 956,06:22:07
Frame 957,06:22:08
Frame 958,06:23:10
Frame 959,06:23:11
Frame 960,06:24:12
Frame 961,06:24:13
Frame 962,06:24:14
Frame 963,06:25:15
Frame 964,06:25:17
Frame 965,06:26:18
Frame 966,06:26:19
Frame 967,06:27:20
Frame 968,06:27:22
Frame 969,06:27:23
Frame 970,06:28:24
Frame 971,06:28:25
Frame 972,06:28:26
Frame 973,06:29:28
Frame 974,06:29:28
Frame 975,06:29:30
Frame 976,06:30:31
Frame 977,06:31:32
Frame 978,06:31:33
Frame 979,06:31:35
Frame 980,06:32:36
Frame 981,06:32:37
Frame 982,06:32:38
Frame 983,06:33:39
Frame 984,06:33:41
Frame 985,06:34:42
Frame 986,06:34:43
Frame 987,06:34:44
Frame 988,06:35:45
Frame 989,06:35:46
Frame 990,06:35:48
Frame 991,06:36:49
Frame 992,06:36:50
Frame 993,06:37:52
Frame 994,06:37:52
Frame 995,06:38:54
Frame 996,06:38:55
Frame 997,06:38:56
Frame 998,06:39:57
Frame 999,06:39:59
Frame 1000,06:40:00
Frame 1001,06:40:01
Frame 1002,06:40:03
Frame 1003,06:41:03
Frame 1004,06:41:05
Frame 1005,06:42:06
Frame 1006,06:42:07
Frame 1007,06:42:08
Frame 1008,06:43:10
Frame 1009,06:43:11
Frame 1010,06:44:12
Frame 1011,06:44:13
Frame 1012,06:44:15
Frame 1013,06:45:16
Frame 1014,06:45:17
Frame 1015,06:45:18
Frame 1016,06:46:19
Frame 1017,06:46:20
Frame 1018,06:47:21
Frame 1019,06:47:23
Frame 1020,06:47:24
Frame 1021,06:48:25
Frame 1022,06:48:26
Frame 1023,06:49:27
Frame 1024,06:49:28
Frame 1025,06:50:30
Frame 1026,06:50:31
Frame 1027,06:50:32
Frame 1028,06:51:33
Frame 1029,06:51:35
Frame 1030,06:52:36
Frame 1031,06:52:37
Frame 1032,06:52:38
Frame 1033,06:53:39
Frame 1034,06:53:40
Frame 1035,06:54:42
Frame 1036,06:54:43
Frame 1037,06:54:44
Frame 1038,06:55:45
Frame 1039,06:55:47
Frame 1040,06:56:48
Frame 1041,06:56:49
Frame 1042,06:56:50
Frame 1043,06:57:51
Frame 1044,06:57:52
Frame 1045,06:58:54
Frame 1046,06:58:55
Frame 1047,06:58:56
Frame 1048,06:59:58
Frame 1049,06:59:59
Frame 1050,07:00:00
Frame 1051,07:00:01
Frame 1052,07:00:02
Frame 1053,07:01:03
Frame 1054,07:01:05
Frame 1055,07:02:06
Frame 1056,07:02:07
Frame 1057,07:02:08
Frame 1058,07:03:10
Frame 1059,07:03:11
Frame 1060,07:04:12
Frame 1061,07:04:13
Frame 1062,07:04:15
Frame 1063,07:05:15
Frame 1064,07:05:17
Frame 1065,07:06:18
Frame 1066,07:06:19
Frame 1067,07:07:20
Frame 1068,07:07:22
Frame 1069,07:07:23
Frame 1070,07:08:24
Frame 1071,07:08:25
Frame 1072,07:08:26
Frame 1073,07:09:27
Frame 1074,07:09:29
Frame 1075,07:09:30
Frame 1076,07:10:31
Frame 1077,07:10:32
Frame 1078,07:11:34
Frame 1079,07:11:35
Frame 1080,07:12:36
Frame 1081,07:12:37
Frame 1082,07:12:38
Frame 1083,07:13:39
Frame 1084,07:13:40
Frame 1085,07:14:42
Frame 1086,07:14:43
Frame 1087,07:14:44
Frame 1088,07:15:45
Frame 1089,07:15:46
Frame 1090,07:16:48
Frame 1091,07:16:49
Frame 1092,07:16:50
Frame 1093,07:17:52
Frame 1094,07:17:53
Frame 1095,07:18:54
Frame 1096,07:18:55
Frame 1097,07:19:56
Frame 1098,07:19:58
Frame 1099,07:19:59
Frame 1100,07:19:00
Frame 1101,07:20:01
Frame 1102,07:20:02
Frame 1103,07:21:03
Frame 1104,07:21:05
Frame 1105,07:22:06
Frame 1106,07:22:07
Frame 1107,07:22:09
Frame 1108,07:23:10
Frame 1109,07:23:11
Frame 1110,07:24:12
Frame 1111,07:24:13
Frame 1112,07:24:14
Frame 1113,07:25:15
Frame 1114,07:25:17
Frame 1115,07:26:18
Frame 1116,07:26:19
Frame 1117,07:27:20
Frame 1118,07:27:21
Frame 1119,07:27:23
Frame 1120,07:28:24
Frame 1121,07:28:25
Frame 1122,07:29:26
Frame 1123,07:29:27
Frame 1124,07:29:28
Frame 1125,07:29:30
Frame 1126,07:30:31
Frame 1127,07:30:32
Frame 1128,07:31:33
Frame 1129,07:31:35
Frame 1130,07:32:36
Frame 1131,07:32:37
Frame 1132,07:32:38
Frame 1133,07:33:39
Frame 1134,07:33:40
Frame 1135,07:34:42
Frame 1136,07:34:43
Frame 1137,07:34:44
Frame 1138,07:35:45
Frame 1139,07:35:47
Frame 1140,07:36:48
Frame 1141,07:36:49
Frame 1142,07:36:50
Frame 1143,07:37:51
Frame 1144,07:37:53
Frame 1145,07:37:54
Frame 1146,07:38:55
Frame 1147,07:38:56
Frame 1148,07:39:58
Frame 1149,07:39:59
Frame 1150,07:40:00
Frame 1151,07:40:01
Frame 1152,07:40:02
